"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min"
-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52
-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43
-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41
-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55
-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64
-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62
-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58
-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61
-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63
-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56
-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4
-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23
-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04
0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
1.22,1.22,1.22,1.22,1.22,1.22,1.22,Inf
1.19,1.19,1.19,1.19,1.19,1.19,1.19,Inf
1.12,1.12,1.12,1.12,1.12,1.12,1.12,Inf
1.08,1.08,1.08,1.08,1.08,1.08,1.08,Inf
0.98,0.98,0.98,0.98,0.98,0.98,0.98,Inf
0.92,0.92,0.92,0.92,0.92,0.92,0.92,Inf
0.87,0.87,0.87,0.87,0.87,0.87,0.87,Inf
0.83,0.83,0.83,0.83,0.83,0.83,0.83,Inf
0.7,0.7,0.7,0.7,0.7,0.7,0.7,Inf
0.55,0.55,0.55,0.55,0.55,0.55,0.55,Inf
0.55,0.55,0.55,0.55,0.55,0.55,0.55,Inf
0.39,0.39,0.39,0.39,0.39,0.39,0.39,Inf
0.34,0.34,0.34,0.34,0.34,0.34,0.34,Inf
0.34,0.34,0.34,0.34,0.34,0.34,0.34,Inf
0.36,0.36,0.36,0.36,0.36,0.36,0.36,Inf
0.39,0.39,0.39,0.39,0.39,0.39,Inf,0.39
0.45,0.45,0.45,0.45,0.45,0.45,Inf,0.45
0.56,0.56,0.56,0.56,0.56,0.56,Inf,0.56
0.65,0.65,0.65,0.65,0.65,0.65,Inf,0.65
0.76,0.76,0.76,0.76,0.76,0.76,Inf,0.76
0.79,0.79,0.79,0.79,0.79,0.79,Inf,0.79
0.79,0.79,0.79,0.79,0.79,0.79,Inf,0.79
0.79,0.79,0.79,0.79,0.79,0.79,Inf,0.79
0.81,0.81,0.81,0.81,0.81,0.81,Inf,0.81
0.82,0.82,0.82,0.82,0.82,0.82,Inf,0.82
0.84,0.84,0.84,0.84,0.84,0.84,Inf,0.84
0.79,0.79,0.79,0.79,0.79,0.79,Inf,0.79
0.68,0.68,0.68,0.68,0.68,0.68,Inf,0.68
0.68,0.68,0.68,0.68,0.68,0.68,Inf,0.68
0.37,0.37,0.37,0.37,0.37,0.37,Inf,0.37
0.2,0.2,0.2,0.2,0.2,Inf,0.2,0.2
0,0,0,0,0,Inf,0,0
0,0,0,0,0,Inf,0,0
-0.14,-0.14,-0.14,-0.14,-0.14,Inf,-0.14,-0.14
-0.21,-0.21,-0.21,-0.21,-0.21,Inf,-0.21,-0.21
-0.21,-0.21,-0.21,-0.21,-0.21,Inf,-0.21,-0.21
-0.22,-0.22,-0.22,-0.22,-0.22,Inf,-0.22,-0.22
-0.33,-0.33,-0.33,-0.33,-0.33,Inf,-0.33,-0.33
-0.51,-0.51,-0.51,-0.51,-0.51,Inf,-0.51,-0.51
-0.67,-0.67,-0.67,-0.67,-0.67,Inf,-0.67,-0.67
-0.74,-0.74,-0.74,-0.74,-0.74,Inf,-0.74,-0.74
-0.81,-0.81,-0.81,-0.81,-0.81,Inf,-0.81,-0.81
-0.83,-0.83,-0.83,-0.83,-0.83,Inf,-0.83,-0.83
-0.92,-0.92,-0.92,-0.92,-0.92,Inf,-0.92,-0.92
-0.85,-0.85,-0.85,-0.85,-0.85,Inf,-0.85,-0.85
-0.81,-0.81,-0.81,-0.81,Inf,-0.81,-0.81,-0.81
-0.75,-0.75,-0.75,-0.75,Inf,-0.75,-0.75,-0.75
-0.84,-0.84,-0.84,-0.84,Inf,-0.84,-0.84,-0.84
-0.95,-0.95,-0.95,-0.95,Inf,-0.95,-0.95,-0.95
-1.09,-1.09,-1.09,-1.09,Inf,-1.09,-1.09,-1.09
-1.26,-1.26,-1.26,-1.26,Inf,-1.26,-1.26,-1.26
-1.43,-1.43,-1.43,-1.43,Inf,-1.43,-1.43,-1.43
-1.59,-1.59,-1.59,-1.59,Inf,-1.59,-1.59,-1.59
-1.56,-1.56,-1.56,-1.56,Inf,-1.56,-1.56,-1.56
-1.56,-1.56,-1.56,-1.56,Inf,-1.56,-1.56,-1.56
-1.66,-1.66,-1.66,-1.66,Inf,-1.66,-1.66,-1.66
-1.75,-1.75,-1.75,-1.75,Inf,-1.75,-1.75,-1.75
-1.72,-1.72,-1.72,-1.72,Inf,-1.72,-1.72,-1.72
-1.69,-1.69,-1.69,-1.69,Inf,-1.69,-1.69,-1.69
-1.75,-1.75,-1.75,-1.75,Inf,-1.75,-1.75,-1.75
-1.84,-1.84,-1.84,Inf,-1.84,-1.84,-1.84,-1.84
-1.84,-1.84,-1.84,Inf,-1.84,-1.84,-1.84,-1.84
-1.92,-1.92,-1.92,Inf,-1.92,-1.92,-1.92,-1.92
-1.95,-1.95,-1.95,Inf,-1.95,-1.95,-1.95,-1.95
-2.05,-2.05,-2.05,Inf,-2.05,-2.05,-2.05,-2.05
-2.12,-2.12,-2.12,Inf,-2.12,-2.12,-2.12,-2.12
-2.24,-2.24,-2.24,Inf,-2.24,-2.24,-2.24,-2.24
-2.36,-2.36,-2.36,Inf,-2.36,-2.36,-2.36,-2.36
-2.46,-2.46,-2.46,Inf,-2.46,-2.46,-2.46,-2.46
-2.4,-2.4,-2.4,Inf,-2.4,-2.4,-2.4,-2.4
-2.33,-2.33,-2.33,Inf,-2.33,-2.33,-2.33,-2.33
-2.34,-2.34,-2.34,Inf,-2.34,-2.34,-2.34,-2.34
-2.34,-2.34,-2.34,Inf,-2.34,-2.34,-2.34,-2.34
-2.59,-2.59,-2.59,Inf,-2.59,-2.59,-2.59,-2.59
-2.66,-2.66,-2.66,Inf,-2.66,-2.66,-2.66,-2.66
-2.58,-2.58,Inf,-2.58,-2.58,-2.58,-2.58,-2.58
-2.37,-2.37,Inf,-2.37,-2.37,-2.37,-2.37,-2.37
-2.3,-2.3,Inf,-2.3,-2.3,-2.3,-2.3,-2.3
-2.27,-2.27,Inf,-2.27,-2.27,-2.56,-2.27,-2.27
-2.07,-2.07,Inf,-2.07,-2.07,-2.07,-2.07,-2.07
-1.89,-1.89,Inf,-1.89,-1.89,-1.89,-1.89,-1.89
-1.69,-1.69,Inf,-1.69,-1.69,-1.69,-1.69,-1.69
-1.44,-1.92,Inf,-1.44,-1.44,-1.44,-1.44,-1.44
-1.37,-1.37,Inf,-1.37,-1.37,-1.37,-1.37,-1.37
-1.41,-1.41,Inf,-1.41,-1.41,-1.41,-1.41,-1.41
-1.4,-1.4,Inf,-1.4,-1.4,-1.4,-1.4,-1.4
-1.34,-1.34,Inf,-1.34,-1.34,-1.34,-1.34,-1.34
-1.34,-1.34,Inf,-1.34,-1.34,-1.34,-1.34,-1.34
-1.26,-1.26,Inf,-1.26,-1.26,-1.26,-1.26,-1.26
-1.26,-1.26,Inf,-1.26,-1.26,-1.26,-1.26,-1.26
-1.14,Inf,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
-1.4,Inf,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4
-1.4,Inf,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4
-1.36,Inf,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36
-1.37,Inf,-1.37,-1.37,-1.37,-1.37,-1.47,-1.37
-1.49,Inf,-1.49,-1.97,-1.49,-1.97,-1.49,-1.49
-1.56,Inf,-1.56,-1.56,-1.56,-1.56,-2.76,-1.85
-1.63,Inf,-1.92,-2.02,-1.63,-1.63,-1.63,-1.63
-1.62,Inf,-1.62,-1.62,-1.62,-2.95,-1.62,-1.62
-1.56,Inf,-1.56,-1.56,-1.56,-1.56,-1.56,-2.61
-1.63,Inf,-1.53,-1.53,-1.53,-2.48,-1.53,-1.53
-1.63,Inf,-1.43,-1.72,-2.3,-1.72,-1.43,-1.43
-1.87,Inf,-1.29,-2.15,-1.29,-1.29,-1.29,-1.39
-1.26,Inf,-1.26,-1.91,-1.26,-1.74,-1.26,-1.26
-1.61,Inf,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32
Inf,-1.36,-1.26,-1.26,-1.26,-1.36,-1.65,-1.26
Inf,-1.22,-1.51,-1.22,-1.8,-1.22,-1.22,-1.22
Inf,-2.49,-1.25,-1.25,-1.35,-1.54,-1.93,-1.35
Inf,-1.67,-1.28,-1.28,-1.28,-2.23,-1.28,-1.76
Inf,-1.39,-2.94,-1.39,-1.39,-1.39,-2.16,-1.78
Inf,-1.41,-1.31,-1.6,-1.31,-2.07,-1.31,-1.31
Inf,-1.55,-1.26,-3.88,-2.96,-2.31,-1.55,-2.09
Inf,-1.71,-1.44,-2.18,-2.26,-1.13,-2.42,-1.9
Inf,-1.16,-1.45,-3.09,-0.96,-1.54,-1.06,-2.44
Inf,-1.35,-1.35,-3.17,-0.86,-1.35,-1.34,-2.37
Inf,-1.35,-1.16,-2.28,-1.18,-0.87,-0.87,-1.35
Inf,-0.85,-1.43,-0.75,-1.78,-0.75,-2.64,-1.33
Inf,-0.68,-0.97,-1.44,-1.07,-0.68,-0.68,-0.68
Inf,-1.22,-1.49,-0.74,-0.54,-0.54,-0.54,-1.74
Inf,-0.62,-0.52,-1.65,-0.71,-7.57,-1.18,-0.42
-0.28,-0.28,-0.76,-1.5,-0.28,-1.38,-0.28,-2.22
-0.99,-0.88,-0.43,-0.33,-0.71,-1.1,-2.11,-2.24
-0.5,-5.65,-0.11,-0.5,-5.38,-1.34,-4.66,-2.42
-1.77,0,-0.77,-0.95,-3.84,-1.25,-3.32,-6.14
-1.65,-1.79,-1.14,-2.27,-1.07,-0.6,-0.22,0.17
-6.63,-4.12,-5.86,-0.62,0.23,-1.64,0.02,-2.82
-3.45,-3.75,-11.22,-0.06,-0.8,-0.78,-0.63,-4.41
-0.41,-0.67,-2.63,0.56,-1.05,-0.44,-0.44,-3.53
-0.18,0.19,-3.6,-2.53,0,-16.44,-1.28,-3
0.47,-0.08,0.37,-10.24,-1.21,-1.19,0.57,-1.56
0.62,-2.61,-0.03,-1.67,0.33,-2.29,-0.51,0.04
0.72,-5.14,0.62,-5.13,-1.17,-8.04,-2.17,-1.41
-2.98,-6.8,-0.08,-12.2,-13.55,-6.03,-17.92,-1.14
-16.41,-11.13,-0.63,-3.63,-4.66,-2.22,-3.92,-9.51
-0.32,-5.79,0.48,-1.6,-2.84,-2.68,-2.45,-1.41
