"V4","V5","V6","V7","V8","V9","V10","V11"
-2.60599999999999,-2.60599999999999,-2.60599999999999,-2.60599999999999,-2.60599999999999,-2.60599999999999,-2.60599999999999,-2.60599999999999
-2.718,-2.718,-2.718,-2.718,-2.718,-2.718,-2.718,-2.718
-2.81333333329999,-2.81333333329999,-2.81333333329999,-2.81333333329999,-2.81333333329999,-2.81333333329999,-2.81333333329999,-2.81333333329999
-2.842,-2.842,-2.842,-2.842,-2.842,-2.842,-2.842,-2.842
-2.8666666667,-2.8666666667,-2.8666666667,-2.8666666667,-2.8666666667,-2.8666666667,-2.8666666667,-2.8666666667
-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87
-2.8233333333,-2.8233333333,-2.8233333333,-2.8233333333,-2.8233333333,-2.8233333333,-2.8233333333,-2.8233333333
-2.7926666667,-2.7926666667,-2.7926666667,-2.7926666667,-2.7926666667,-2.7926666667,-2.7926666667,-2.7926666667
-2.6333333333,-2.6333333333,-2.6333333333,-2.6333333333,-2.6333333333,-2.6333333333,-2.6333333333,-2.6333333333
-2.38800000000001,-2.38800000000001,-2.38800000000001,-2.38800000000001,-2.38800000000001,-2.38800000000001,-2.38800000000001,-2.38800000000001
-2.0686666667,-2.0686666667,-2.0686666667,-2.0686666667,-2.0686666667,-2.0686666667,-2.0686666667,-2.0686666667
-1.7493333333,-1.7493333333,-1.7493333333,-1.7493333333,-1.7493333333,-1.7493333333,-1.7493333333,-1.7493333333
-1.5473333333,-1.5473333333,-1.5473333333,-1.5473333333,-1.5473333333,-1.5473333333,-1.5473333333,-1.5473333333
-1.4453333333,-1.4453333333,-1.4453333333,-1.4453333333,-1.4453333333,-1.4453333333,-1.4453333333,-1.4453333333
-1.4226666667,-1.4226666667,-1.4226666667,-1.4226666667,-1.4226666667,-1.4226666667,-1.4226666667,-1.4226666667
-1.4833333333,-1.4833333333,-1.4833333333,-1.4833333333,-1.4833333333,-1.4833333333,-1.4833333333,-1.4833333333
-1.506,-1.506,-1.506,-1.506,-1.506,-1.506,-1.506,-1.506
-1.554,-1.554,-1.554,-1.554,-1.554,-1.554,-1.554,-1.554
-1.58,-1.58,-1.58,-1.58,-1.58,-1.58,-1.58,-1.58
-1.6653333333,-1.6653333333,-1.6653333333,-1.6653333333,-1.6653333333,-1.6653333333,-1.6653333333,-1.6653333333
-1.6653333333,-1.6653333333,-1.6653333333,-1.6653333333,-1.6653333333,-1.6653333333,-1.6653333333,-1.6653333333
-1.878,-1.878,-1.878,-1.878,-1.878,-1.878,-1.878,-1.878
-2.0073333333,-2.0073333333,-2.0073333333,-2.0073333333,-2.0073333333,-2.0073333333,-2.0073333333,-2.0073333333
-2.12,-2.12,-2.12,-2.12,-2.12,-2.12,-2.12,-2.12
-2.3113333333,-2.3113333333,-2.3113333333,-2.3113333333,-2.3113333333,-2.3113333333,-2.3113333333,-2.3113333333
-2.5793333333,-2.5793333333,-2.5793333333,-2.5793333333,-2.5793333333,-2.5793333333,-2.5793333333,-2.5793333333
-2.846,-2.846,-2.846,-2.846,-2.846,-2.846,-2.846,-2.846
-3.0566666667,-3.0566666667,-3.0566666667,-3.0566666667,-3.0566666667,-3.0566666667,-3.0566666667,-3.0566666667
-3.0733333333,-3.0733333333,-3.0733333333,-3.0733333333,-3.0733333333,-3.0733333333,-3.0733333333,-3.0733333333
-2.9613333333,-2.9613333333,-2.9613333333,-2.9613333333,-2.9613333333,-2.9613333333,-2.9613333333,-2.9613333333
-2.84399999999999,-2.84399999999999,-2.84399999999999,-2.84399999999999,-2.84399999999999,-2.84399999999999,-2.84399999999999,-2.84399999999999
-2.61199999999999,-2.61199999999999,-2.61199999999999,-2.61199999999999,-2.61199999999999,-2.61199999999999,-2.61199999999999,-2.61199999999999
-2.36333333330001,-2.36333333330001,-2.36333333330001,-2.36333333330001,-2.36333333330001,-2.36333333330001,-2.36333333330001,-2.36333333330001
-2.262,-2.262,-2.262,-2.262,-2.262,-2.262,-2.262,-2.262
-2.11799999999999,-2.11799999999999,-2.11799999999999,-2.11799999999999,-2.11799999999999,-2.11799999999999,-2.11799999999999,-2.11799999999999
-2.11799999999999,-2.11799999999999,-2.11799999999999,-2.11799999999999,-2.11799999999999,-2.11799999999999,-2.11799999999999,-2.11799999999999
