"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min","rel_error_sp_15min","rel_error_sp_30min","rel_error_sp_45min","rel_error_sp_60min","rel_error_sp_75min","rel_error_sp_90min","rel_error_sp_105min","rel_error_sp_120min"
-2.89400000000001,-2.89400000000001,-2.89400000000001,-2.89400000000001,-2.89400000000001,-2.89400000000001,-2.89400000000001,-2.89400000000001,-4.26252688013669,-4.26252688013669,-4.26252688013669,-4.26252688013669,-4.26252688013669,-4.26252688013669,-4.26252688013669,-4.26252688013669
-2.8393333333,-2.8393333333,-2.8393333333,-2.8393333333,-2.8393333333,-2.8393333333,-2.8393333333,-2.8393333333,-4.18537918017286,-4.18537918017286,-4.18537918017286,-4.18537918017286,-4.18537918017286,-4.18537918017286,-4.18537918017286,-4.18537918017286
-2.77,-2.77,-2.77,-2.77,-2.77,-2.77,-2.77,-2.77,-4.08735428655747,-4.08735428655747,-4.08735428655747,-4.08735428655747,-4.08735428655747,-4.08735428655747,-4.08735428655747,-4.08735428655747
-2.6966666667,-2.6966666667,-2.6966666667,-2.6966666667,-2.6966666667,-2.6966666667,-2.6966666667,-2.6966666667,-3.98345561086021,-3.98345561086021,-3.98345561086021,-3.98345561086021,-3.98345561086021,-3.98345561086021,-3.98345561086021,-3.98345561086021
-2.628,-2.628,-2.628,-2.628,-2.628,-2.628,-2.628,-2.628,-3.8859643934465,-3.8859643934465,-3.8859643934465,-3.8859643934465,-3.8859643934465,-3.8859643934465,-3.8859643934465,-3.8859643934465
-2.56933333329999,-2.56933333329999,-2.56933333329999,-2.56933333329999,-2.56933333329999,-2.56933333329999,-2.56933333329999,-2.56933333329999,-3.80251396092102,-3.80251396092102,-3.80251396092102,-3.80251396092102,-3.80251396092102,-3.80251396092102,-3.80251396092102,-3.80251396092102
-2.3953333333,-2.3953333333,-2.3953333333,-2.3953333333,-2.3953333333,-2.3953333333,-2.3953333333,-2.3953333333,-3.55415310649776,-3.55415310649776,-3.55415310649776,-3.55415310649776,-3.55415310649776,-3.55415310649776,-3.55415310649776,-3.55415310649776
-2.25933333330001,-2.25933333330001,-2.25933333330001,-2.25933333330001,-2.25933333330001,-2.25933333330001,-2.25933333330001,-2.25933333330001,-3.35913726962472,-3.35913726962472,-3.35913726962472,-3.35913726962472,-3.35913726962472,-3.35913726962472,-3.35913726962472,-3.35913726962472
-2.1946666667,-2.1946666667,-2.1946666667,-2.1946666667,-2.1946666667,-2.1946666667,-2.1946666667,-2.1946666667,-3.26613223276487,-3.26613223276487,-3.26613223276487,-3.26613223276487,-3.26613223276487,-3.26613223276487,-3.26613223276487,-3.26613223276487
-2.19866666670001,-2.19866666670001,-2.19866666670001,-2.19866666670001,-2.19866666670001,-2.19866666670001,-2.19866666670001,-2.19866666670001,-3.27189031533202,-3.27189031533202,-3.27189031533202,-3.27189031533202,-3.27189031533202,-3.27189031533202,-3.27189031533202,-3.27189031533202
